row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
3441,38,D,2508,6639,525,28139,2003,13,1
3442,57,A,4630,23449,814,12366,1643,16,3
3443,47,C,3911,9875,654,27256,1883,17,3
3444,46,D,3866,9720,477,28146,1214,11,3
3445,34,D,3712,6106,461,27968,1085,13,3
3446,35,B,7136,21172,1410,22548,1462,17,6
3447,26,B,7049,22022,998,22616,1019,17,7
3448,37,E,7334,70394,2083,29821,2273,16,6
3449,31,D,2103,3020,495,28218,1493,11,1
3450,51,A,4215,24903,993,20186,1774,19,3
3451,40,A,5424,34229,857,12206,1545,16,4
3452,23,C,3378,8661,861,24438,1769,16,2
3453,38,C,4218,5365,791,24982,1674,14,3
3454,53,D,1605,2093,584,28253,2179,14,0
3455,46,E,7711,48185,1472,29461,2138,19,6
3456,24,D,2277,4118,556,28259,1352,14,1
3457,29,C,3658,11078,739,24846,1899,12,2
3458,50,E,7898,28772,1154,29853,1123,22,7
3459,56,A,5563,23554,801,21927,1063,15,5
3460,39,E,7824,70910,2442,29571,2255,18,6
3461,34,D,2165,5334,565,27987,1819,16,1
3462,62,D,3597,10435,415,28034,1798,12,2
3463,44,B,7747,23506,1285,23194,1800,18,6
3464,38,C,3857,7983,929,25920,1699,16,3
3465,42,C,3678,2911,724,24848,1559,16,3
3466,54,B,7167,16311,1328,22771,2318,16,5
3467,30,D,3318,6611,487,28272,2147,13,2
3468,39,E,9535,30934,2070,28942,2131,18,8
3469,31,B,7049,18094,1223,22642,1616,17,6
3470,27,E,8009,44344,1780,29319,1548,20,7
3471,54,B,7987,13042,1085,23255,1875,22,7
3472,53,C,4000,11297,797,25414,1413,15,3
3473,40,A,4415,14760,1011,18604,1570,14,3
3474,54,C,3342,5353,960,27088,2105,17,2
3475,49,E,7740,58560,1668,29297,2261,22,6
3476,33,B,8503,34990,1301,23001,2213,21,7
3477,44,B,6577,29940,1329,22983,1822,20,5
3478,51,D,1656,2985,514,27944,1901,12,0
3479,40,A,4929,6380,1470,20619,1505,15,4
3480,36,A,4644,21367,700,12263,1511,14,4
3481,42,E,7259,51167,1579,29113,1852,17,6
3482,37,A,5142,18562,1324,18498,1800,18,4
3483,32,D,1921,3198,547,28137,1755,11,1
3484,50,C,3437,8325,936,25037,2367,14,2
3485,47,C,3986,7114,696,24607,1611,15,3
3486,24,C,3809,15850,896,27133,1967,13,2
3487,48,D,3002,6029,550,27921,1504,12,2
3488,41,A,4595,21421,1020,19219,1985,17,3
3489,28,B,6096,22883,1184,23124,2048,19,5
3490,44,C,3975,8272,927,26512,1655,14,3
3491,31,D,2856,4462,547,28120,2212,15,1
3492,35,D,2837,8316,538,27946,1934,13,1
3493,19,B,6255,21469,1183,23261,1791,20,5
3494,32,C,3909,18729,922,26835,2618,12,2
3495,37,A,4883,16627,890,14117,1374,13,4
3496,35,E,8335,46402,1484,29550,1667,17,7
3497,26,B,7039,12966,1051,22973,1800,16,6
3498,37,D,2448,4271,482,28161,1839,11,1
3499,36,A,4905,28454,1125,17038,1159,17,4
3500,39,A,4982,11630,809,14633,1342,15,4
3501,58,A,5092,15281,920,15171,1153,16,4
3502,28,E,7443,67795,1380,29088,1420,20,7
3503,54,E,8673,12425,1461,29666,1940,20,7
3504,41,B,5554,8973,1150,22635,1333,20,5
3505,37,B,9996,26801,1062,23134,1549,17,9
3506,27,A,4985,32860,963,15708,1519,16,4
3507,44,C,3355,5705,945,25728,1681,15,2
3508,42,B,5546,15337,1303,23164,1832,18,4
3509,41,A,4690,20929,892,17896,2753,20,2
3510,40,D,1852,2810,473,28110,1545,14,1
3511,43,A,4928,14209,1149,14278,1925,16,4
3512,45,E,8723,16217,1228,29823,2095,21,7
3513,46,E,7602,23661,1909,29503,1863,21,6
3514,36,A,4388,25179,910,13706,1581,15,3
3515,44,B,7437,21513,1167,23275,1963,19,6
3516,32,A,4828,15915,1064,13287,1796,23,4
3517,46,C,3190,8635,770,24332,1391,13,2
3518,31,D,2375,4652,527,27975,2144,15,1
3519,39,C,4031,2573,695,26126,1538,16,3
3520,44,C,3685,5946,865,26052,1773,15,2
3521,19,E,8281,72667,2207,29029,1747,19,7
3522,22,E,7647,43233,1503,29706,1887,22,6
3523,46,E,8012,56801,1630,29687,2162,17,6
3524,50,D,2014,7018,452,27968,1618,12,1
3525,42,E,7967,30581,2057,29509,1866,15,7
3526,51,D,1486,3185,544,28265,1891,14,0
3527,48,D,1930,6197,431,28081,2022,15,0
3528,47,C,3282,857,818,25906,1517,14,2
3529,33,B,6524,10884,1101,22509,1205,21,6
3530,33,C,3705,15078,958,24952,1806,15,2
3531,52,E,7469,11790,1726,29863,1624,19,6
3532,27,E,8151,46606,805,29467,1873,18,7
3533,50,D,2267,4623,543,27940,726,9,2
3534,51,A,4202,18422,1116,12417,1814,17,3
3535,37,E,7271,13379,1225,29226,1651,21,6
3536,35,D,2865,7474,492,27962,1800,12,2
3537,18,E,8127,56106,892,29846,2036,19,7
3538,44,A,4730,19409,1125,17346,2027,18,3
3539,39,D,2737,4773,476,28003,896,14,2
3540,50,E,7398,29892,1722,29498,1362,15,7
3541,31,B,6160,15514,1094,22667,2139,19,5
3542,41,E,7714,35820,2082,29707,1690,16,7
3543,37,A,5617,31402,765,17751,1891,17,4
3544,55,B,7653,31275,1022,22805,1252,18,7
3545,45,D,1619,3739,557,27962,1906,9,0
3546,24,A,5993,27291,1161,20971,2447,17,4
3547,44,D,1896,4696,507,28048,2070,11,0
3548,19,C,3434,14613,747,27029,1811,12,2
3549,51,E,8072,42872,1807,29203,1949,22,7
3550,51,C,3721,17468,929,26580,877,12,3
3551,25,B,7711,23883,1125,22879,1493,16,7
3552,24,E,7125,5184,2160,29498,1550,20,6
3553,35,B,7830,25340,1129,22751,1548,16,7
3554,41,C,3684,1818,812,26705,1563,12,3
3555,44,C,4293,9234,872,25501,1873,9,3
3556,46,B,8996,37630,1341,22874,1511,18,8
3557,41,D,2908,8250,545,27902,2005,12,1
3558,30,D,2165,4419,458,28023,2078,15,1
3559,41,B,7521,27131,1362,22450,1551,20,6
3560,32,D,2563,4123,572,28032,1173,18,2
3561,42,B,5217,20362,1230,23068,1837,21,4
3562,25,C,3150,7696,1060,24813,1884,14,2
3563,39,B,7457,25011,1270,22762,1098,22,7
3564,44,E,8648,65980,1479,29503,1749,20,7
3565,43,B,7286,27853,1183,22558,2131,14,6
3566,42,B,7567,19184,1175,23257,1582,20,6
3567,33,D,2990,7167,582,28179,1450,12,2
3568,41,A,5404,12761,875,15970,1604,16,4
3569,26,C,3406,7053,809,24888,1738,10,2
3570,18,E,8224,32149,2213,29565,1414,19,7
3571,40,B,8517,17313,1243,23102,2284,17,7
3572,39,C,2805,13612,834,25529,1601,17,2
3573,27,E,7414,27832,1456,29116,1523,17,6
3574,43,B,7743,25520,1206,23265,1724,17,7
3575,39,C,3760,14995,695,25699,1862,20,2
3576,49,D,2660,5414,479,28133,1321,13,2
3577,41,A,4367,23905,1192,16073,1362,16,4
3578,31,E,8730,56574,1829,29739,1738,23,7
3579,50,B,6690,40759,1146,22515,1670,20,6
3580,51,E,7166,16513,1455,29636,1729,21,6
3581,42,A,5031,18713,843,13762,1540,15,4
3582,37,C,2828,6445,765,26654,1481,15,2
3583,25,C,3394,7436,856,24775,1619,16,2
3584,46,D,3986,7383,474,28112,1673,11,3
3585,48,A,5033,18731,1249,20315,1580,15,4
3586,58,E,9087,31394,2101,28938,1821,17,8
3587,41,D,3429,6943,548,27907,1798,14,2
3588,29,C,2966,5800,796,24757,1961,17,2
3589,27,A,4694,27250,922,19714,1838,19,3
3590,54,E,7837,26544,1766,28910,1737,26,7
3591,51,C,3850,10576,794,26313,1953,16,2
3592,43,E,6884,49508,1768,29717,2190,19,5
3593,59,E,7928,42514,1549,29012,1854,16,7
3594,39,C,3885,10001,676,25508,2039,14,2
3595,25,D,3740,8782,538,27903,1162,13,3
3596,45,B,5470,18406,1308,22999,2261,16,4
3597,33,E,7474,33567,1152,29155,2102,19,6
3598,44,B,7824,26753,1192,22612,1717,16,7
3599,45,C,3978,9347,607,25778,1740,18,3
3600,54,E,7306,69259,1438,29247,1392,21,6
3601,33,D,3388,8741,511,28117,1542,15,2
3602,34,C,3311,7459,813,26113,1164,15,3
3603,41,C,3154,4265,501,24655,2204,14,1
3604,40,D,1979,3743,543,28228,1934,12,1
3605,28,E,7639,62777,1514,29565,1408,18,7
3606,36,B,6930,18724,1014,23039,1376,18,6
3607,35,E,8582,81147,1978,29422,1805,17,7
3608,25,E,7220,54884,1082,29180,841,17,7
3609,31,A,4620,19490,981,17733,2001,13,3
3610,46,B,4035,16694,1121,23177,1117,16,3
3611,41,D,2144,3180,506,28011,1325,10,1
3612,41,E,8389,29076,1777,29525,1844,18,7
3613,57,A,5295,11282,931,20847,1978,13,4
3614,56,E,9025,55019,1620,29241,1936,21,8
3615,34,E,9491,68561,1986,29717,1751,17,8
3616,42,D,2563,7315,441,28138,1534,12,2
3617,36,B,7066,6518,1276,22471,1625,17,6
3618,42,B,6162,14061,1075,22758,1292,20,5
3619,44,C,3427,2247,922,25372,1606,17,2
3620,53,C,3121,2037,769,24888,1693,14,2
3621,43,B,7104,23822,1023,23031,1821,18,6
3622,35,B,5576,30920,1170,23049,1214,20,5
3623,52,A,4968,17235,1003,17754,1777,18,4
3624,51,D,3050,7116,514,27983,1397,15,2
3625,47,A,4892,21217,486,12955,1848,21,4
3626,45,E,9281,64387,1583,29816,993,18,9
3627,47,B,8914,27400,1260,23222,2169,16,7
3628,41,B,8815,34127,913,22760,864,15,8
3629,43,B,7094,20808,1303,22562,1851,18,6
3630,62,D,3231,8496,549,28192,1511,9,2
3631,38,D,3599,3761,465,28270,2082,16,2
3632,53,C,3451,5819,947,26172,1965,17,2
3633,34,D,1371,3167,492,28172,1653,14,0
3634,25,E,8883,43452,1550,29577,1559,20,8
3635,10,E,8354,52373,1459,29424,1737,15,7
3636,35,B,9428,39113,1210,23202,1419,20,9
3637,42,E,6298,29277,1777,28971,1555,19,5
3638,66,D,2868,6766,474,27967,1938,9,1
3639,42,E,7354,48920,1663,28906,1854,18,6
3640,44,E,8625,45101,1441,29707,1436,18,8
3641,40,C,3074,1761,861,26371,1941,11,2
3642,51,D,2631,5202,509,27881,1628,16,2
3643,50,C,3600,3757,846,26285,1824,14,2
3644,56,D,2393,7552,533,27991,1876,13,1
3645,65,D,3251,6112,545,28151,1579,11,2
3646,38,E,7170,54388,2174,29527,1113,19,7
3647,39,D,1580,3590,628,28251,1741,15,0
3648,50,C,3955,6440,969,27248,1876,12,3
3649,29,A,4832,9260,1255,21746,1382,12,4
3650,46,B,7449,23982,1173,22422,1585,22,6
3651,23,A,5869,29399,1062,12256,1917,20,4
3652,28,C,3445,10782,627,27005,1616,19,2
3653,26,B,5915,15735,1215,23028,1317,20,5
3654,46,C,3198,4773,774,26286,1701,16,2
3655,46,B,7406,17172,1231,23066,1887,19,6
3656,52,A,5369,29540,1413,16866,1583,15,4
3657,40,C,4207,4130,974,24944,1399,15,3
3658,29,B,7010,27698,1178,22970,1742,19,6
3659,34,C,3350,5183,709,25413,2092,13,2
3660,25,D,2770,5832,583,27922,1262,12,2
3661,37,A,5804,31296,896,19738,1352,15,5
3662,42,C,3126,7798,848,24630,1922,13,2
3663,50,A,4798,26543,835,20030,2039,16,3
3664,37,D,2705,6256,458,28169,1746,13,1
3665,52,B,6448,26214,1125,23080,1642,16,5
3666,35,A,4963,18677,1022,22094,1345,18,4
3667,27,D,3317,5118,556,28143,2180,12,2
3668,56,C,4314,10179,872,27215,1554,13,3
3669,28,D,2896,5579,602,27933,1568,11,2
3670,44,A,5345,25118,1126,19427,1537,13,4
3671,38,D,3067,7090,444,28271,1768,9,2
3672,41,A,4615,22617,912,21849,1419,13,4
3673,43,C,2902,7999,678,26929,1684,19,2
3674,46,B,6859,11868,1167,22746,1812,15,6
3675,41,C,3794,10144,826,26623,1355,16,3
3676,45,D,1195,2411,656,28053,1940,12,0
3677,39,D,2115,4531,465,28098,1939,13,1
3678,26,C,3654,1588,807,25582,1315,15,3
3679,19,C,3138,9469,833,26835,1553,15,2
3680,23,C,3477,1447,698,25196,1736,16,2
3681,38,D,2094,2603,492,27959,1502,15,1
3682,39,E,8291,40777,1252,29066,2257,17,7
3683,35,B,7283,36862,1151,23026,1919,16,6
3684,29,B,8186,31656,1311,22772,2211,21,6
3685,34,C,3369,5765,987,24552,2125,10,2
3686,33,D,2024,3861,600,28195,1423,12,1
3687,52,D,1977,2600,477,28096,1752,13,1
3688,57,B,7106,22331,1195,22700,2037,17,6
3689,35,E,8436,69848,1437,29564,2114,19,7
3690,38,A,4822,18000,1422,21807,1776,16,4
3691,31,A,4807,41314,933,21190,1428,15,4
3692,32,B,8509,44466,1289,22690,1553,18,7
3693,36,C,4273,8825,598,26425,2324,15,2
3694,28,E,8079,46234,1588,28954,1547,18,7
3695,39,E,8164,26978,1859,29477,1785,20,7
3696,21,D,1587,3557,500,27903,1665,15,0
3697,34,B,5578,19708,1191,23213,1300,18,5
3698,29,E,8510,77698,1249,29832,2042,19,7
3699,32,C,4322,238,866,26520,2228,14,3
3700,23,D,1539,2991,563,28065,1222,13,1
3701,38,C,3407,8262,933,24586,1911,14,2
3702,47,C,3609,9503,670,24985,1357,17,3
3703,36,B,7174,18798,1068,22581,951,16,7
3704,41,E,7882,54084,1715,29753,1276,21,7
3705,40,B,7774,23980,1146,22431,2392,18,6
3706,49,B,6614,20431,1326,22655,2077,17,5
3707,39,B,8000,19687,1268,22929,2101,20,6
3708,35,E,8407,22805,1451,29758,1489,17,7
3709,66,D,2715,4151,542,28127,1910,14,1
3710,17,A,4474,15808,904,12348,1532,17,3
3711,38,B,7910,31914,1194,22722,1720,20,7
3712,25,B,5195,21056,1173,23234,1311,20,4
3713,41,E,7888,5405,1324,29781,1445,19,7
3714,42,A,4795,34447,963,15546,1164,17,4
3715,26,A,5718,38499,932,22102,1397,14,5
3716,30,B,8285,25944,1138,23101,1321,15,7
3717,39,A,5451,26428,803,19769,1878,17,4
3718,42,B,7525,11052,1230,23020,1702,17,6
3719,30,B,7295,16049,1129,22491,1884,14,6
3720,38,D,1732,4566,558,27903,1859,14,0
3721,63,B,7725,28280,1066,22702,1458,20,7
3722,41,B,5956,14250,1094,23195,1860,19,5
3723,32,B,6038,27035,1152,23052,1253,13,5
3724,32,D,2606,3715,531,28033,2001,14,1
3725,32,D,744,1223,572,28188,1503,13,0
3726,29,E,8411,39730,1585,29751,1625,17,7
3727,42,B,6485,19923,1220,22729,1482,19,6
3728,35,E,7092,33321,2257,29177,2300,20,5
3729,41,D,2276,5040,394,28112,1943,13,1
3730,47,B,7597,13583,1242,22879,1694,22,6
3731,23,E,8535,41072,1874,28968,1552,22,7
3732,47,A,4109,21965,833,16188,1657,19,3
3733,59,B,7532,17143,1117,22831,1335,18,7
3734,44,A,5434,39927,730,18466,2172,16,4
3735,51,B,6538,20061,1450,23175,1945,17,5
3736,29,E,8391,78018,1737,29141,1567,19,7
3737,53,D,2920,6147,457,27990,1318,15,2
3738,33,C,2724,4217,653,25708,2330,14,1
3739,48,B,6913,29604,1080,22620,1123,21,6
3740,49,D,3124,4464,517,27998,1189,15,2
3741,27,E,9260,31029,2058,29059,1552,17,8
3742,38,C,3063,742,881,26481,1625,13,2
3743,32,D,2517,4785,446,28235,1330,10,2
3744,28,D,3052,5407,491,28150,1741,14,2
3745,43,A,5210,13112,1258,13913,1155,17,5
3746,32,B,5708,19043,1016,22627,1467,19,5
3747,43,E,8267,63584,2561,28969,1728,19,7
3748,36,E,7342,43174,1760,28919,2114,17,6
3749,47,D,3049,5525,461,27892,941,15,3
3750,43,E,8718,45821,1822,28899,902,15,8
3751,50,A,4915,27453,848,16253,2054,16,3
3752,37,C,3044,1696,821,26737,1451,17,2
3753,50,B,4987,17966,1278,22671,1952,14,4
3754,17,B,8275,20277,1306,22960,1809,19,7
3755,46,D,1429,3526,525,27883,1345,11,1
3756,56,E,8711,79870,1937,29135,1897,16,7
3757,36,C,3909,10051,944,25270,2070,16,2
3758,46,C,3337,19682,675,25786,1788,15,2
3759,36,A,4671,19837,991,13244,1654,16,4
3760,38,A,4961,26819,710,19948,1736,20,4
3761,24,E,8330,76089,894,29402,1727,21,7
3762,58,C,3928,11515,707,26182,1955,17,2
3763,61,C,3123,1335,756,24963,1305,14,2
3764,57,C,3684,8832,582,24294,2096,11,2
3765,56,E,7322,59852,1343,29814,1547,20,6
3766,39,B,7251,11769,1169,22894,1052,18,7
3767,60,A,4604,33070,1066,22009,1895,16,3
3768,39,A,5233,35876,1136,19205,1818,16,4
3769,19,A,4663,26707,901,14750,2213,19,3
3770,16,B,6187,23385,1271,22887,1289,16,5
3771,51,C,3307,9718,814,24588,1375,12,2
3772,35,C,2613,9584,748,27074,1596,16,2
3773,47,E,7423,68693,2297,29566,1683,18,6
3774,41,C,3307,14416,567,25362,1570,18,2
3775,32,A,5120,25756,915,21213,1188,21,4
3776,29,D,1430,4448,552,28257,1490,10,0
3777,54,A,5827,46841,1195,16376,1283,20,5
3778,53,A,4951,21008,1107,13635,1970,17,3
3779,19,B,6061,30871,1377,22967,1674,17,5
3780,42,E,7335,39446,1806,29313,2247,18,6
3781,25,B,6222,19211,1381,22662,1459,19,5
3782,42,A,4711,33035,1127,20708,1434,14,4
3783,50,C,3119,4540,876,25316,2020,12,2
3784,28,D,949,1367,435,27933,1375,12,0
3785,62,A,5543,34591,1089,20105,2261,16,4
3786,46,E,7843,33265,1678,29621,2018,18,6
3787,48,A,5283,27897,1074,15992,1783,18,4
3788,31,E,8140,44076,1288,28951,1802,18,7
3789,26,E,6728,65005,1400,29732,1800,20,5
3790,23,D,1659,3585,542,28168,1838,13,0
3791,32,D,3665,8259,487,27916,1801,13,2
3792,47,B,5464,20748,1163,23119,1995,16,4
3793,40,E,6573,18533,1651,29706,1763,20,5
3794,35,D,1917,5799,517,28186,1462,8,1
3795,40,B,8310,17893,1376,22566,2303,18,7
3796,54,E,6634,8100,1454,29397,1589,18,6
3797,34,D,3358,8225,573,27970,1491,11,2
3798,41,D,2077,5216,488,27881,1510,11,1
3799,56,B,8343,37949,1225,22616,2197,20,7
3800,34,B,8173,18631,1311,23076,1850,21,7
3801,42,C,3794,3245,722,24838,1580,15,3
3802,43,E,7899,29517,1630,29031,1819,16,7
3803,37,A,5104,20662,733,17103,1886,16,4
3804,53,E,8042,78227,1668,29762,1720,15,7
3805,51,E,8582,30624,1918,29281,1259,17,8
3806,41,B,7413,29278,1248,22482,1940,18,6
3807,21,A,4821,11278,863,13524,1196,17,4
3808,25,C,3100,7977,665,24623,1547,15,2
3809,23,D,3310,6725,507,27893,1535,11,2
3810,41,A,4451,25999,1265,15193,1962,15,3
3811,64,D,2676,6123,529,28004,1380,10,2
3812,15,B,5544,11105,1250,22923,1694,16,4
3813,31,E,8446,57423,1612,29003,1974,15,7
3814,31,C,3760,438,569,25009,1834,16,2
3815,40,D,2190,3385,497,28181,1469,9,1
3816,32,D,2163,3394,546,28187,2072,15,1
3817,46,E,7263,82693,1731,29147,1864,21,6
3818,49,C,3284,4443,854,26848,2099,16,2
3819,37,A,5104,21139,820,21350,1893,12,4
3820,44,D,3282,7479,467,28054,1759,15,2
3821,48,E,6416,28293,2282,29768,1049,19,6
3822,59,C,3711,10054,810,27041,921,13,3
3823,52,E,8083,54011,2061,29673,1736,21,7
3824,41,D,2766,6699,451,27890,2029,10,1
3825,36,B,6321,13165,1285,23181,1472,20,5
3826,41,C,3003,5434,907,26023,1936,14,2
3827,44,D,2214,3904,557,28272,1996,10,1
3828,39,C,3635,8216,613,25701,2192,12,2
3829,31,C,3317,5003,818,26073,1566,16,2
3830,33,B,8600,39898,1211,22988,1883,20,7
3831,44,A,5194,39595,682,12733,1859,19,4
3832,39,D,1479,3488,452,28259,1459,14,1
3833,28,B,7109,22479,1075,22464,1541,18,6
3834,35,C,3765,8344,617,25254,1849,12,2
3835,41,D,1857,3488,513,28011,1415,14,1
3836,35,D,2942,8505,588,28270,1917,13,2
3837,32,A,4217,10106,644,12625,1531,18,3
3838,35,B,5935,9946,1084,22584,1730,20,5
3839,19,E,8928,73033,1803,28974,1511,19,8
3840,39,A,5423,18926,1047,14918,1589,17,4
3841,45,A,4320,15483,1129,20841,1602,15,3
3842,56,A,4676,21744,968,14928,1971,16,3
3843,51,D,2126,3908,558,28073,2001,13,1
3844,46,B,6630,14882,1160,22972,1897,17,5
3845,59,C,3602,9045,916,26583,1634,14,2
3846,39,D,2044,5594,496,28146,1845,13,1
3847,45,B,7143,16404,1187,22576,1244,17,6
3848,47,C,3380,3791,644,25745,1815,15,2
3849,61,E,7684,63346,1560,29602,1616,18,7
3850,30,E,9073,93049,1893,29044,2059,18,8
3851,37,B,5576,19222,1162,22536,1853,17,4
3852,24,C,3688,9946,496,26483,2536,17,2
3853,35,A,4596,15520,920,12294,1435,16,4
3854,33,A,5071,33611,1274,18482,1845,19,4
3855,31,C,3141,9333,584,25539,1431,14,2
3856,58,D,3098,4794,499,28116,1929,13,2
3857,31,A,4904,26978,881,18645,1534,13,4
3858,41,E,9389,71549,1060,29254,1896,21,8
3859,34,B,6053,9532,1074,22847,2159,20,4
3860,32,D,2518,4446,466,28030,2026,10,1
3861,49,C,2925,5847,685,26752,1336,13,2
3862,59,C,2891,11411,909,24731,1524,17,2
3863,61,C,4003,10583,1033,25986,2100,14,2
3864,33,B,6075,12248,1396,22806,1924,14,5
3865,28,A,4841,11958,1221,19429,2241,20,3
3866,57,B,6315,12282,1034,22931,1970,19,5
3867,45,A,4610,20814,854,14052,1674,20,3
3868,49,E,7236,30617,1785,29387,1705,18,6
3869,58,A,5098,21898,1092,21053,1268,15,4
3870,32,E,8641,30758,1881,28913,1543,19,8
3871,43,D,3559,5312,423,27929,1663,15,2
3872,59,D,2106,4167,593,28051,1754,14,1
3873,39,C,3095,3558,933,26582,1907,11,2
3874,44,C,2775,3808,922,25788,1757,14,2
3875,36,D,3265,6354,527,28117,2158,14,2
3876,69,B,5697,10502,1250,22430,1995,18,4
3877,38,E,7751,23055,1709,29577,1438,16,7
3878,30,D,3884,4110,571,28152,1737,15,3
3879,21,B,7480,33567,1139,23023,2127,18,6
3880,38,C,3322,2328,950,26853,2522,11,1
3881,43,A,4676,25817,962,15875,1044,19,4
3882,26,C,3661,1241,794,24323,1859,13,2
3883,41,B,6207,18771,1196,23263,1637,19,5
3884,16,E,7516,57180,1128,29084,1029,18,7
3885,32,B,8167,27474,1211,22776,1568,18,7
3886,38,C,3881,1438,944,26906,1854,14,3
3887,40,B,7671,23363,1086,22971,2178,20,6
3888,48,A,6232,22537,1005,17390,2552,16,4
3889,26,A,5514,34516,642,21306,1881,13,4
3890,36,B,6526,19444,1147,22441,1233,19,6
3891,27,B,5608,19667,1177,22551,1042,17,5
3892,40,C,3601,8284,840,24963,1500,16,3
3893,34,C,3110,3174,858,24812,1925,16,2
3894,56,E,8716,84728,1858,29126,1731,18,7
3895,45,E,8845,56620,1742,29750,1241,18,8
3896,36,A,4958,29143,914,20739,1472,15,4
3897,46,B,6732,8811,1335,22453,1046,19,6
3898,38,A,5367,34434,968,17381,2057,19,4
3899,24,D,3276,9365,461,28276,1129,17,3
3900,35,A,5314,28366,1271,21147,1693,14,4
3901,58,B,8186,14837,1385,22550,2046,14,7
3902,33,A,4796,28682,1195,18054,1016,18,4
3903,38,E,6969,47067,1728,29865,2139,16,5
3904,34,A,4042,16744,936,22053,1727,16,3
3905,53,A,4919,22110,1093,15425,1903,18,4
3906,29,D,1932,4779,535,28025,1938,14,0
3907,42,C,3067,6576,796,26051,1991,17,2
3908,36,C,2839,2238,775,27227,1629,17,2
3909,49,D,3112,4547,520,27891,1643,12,2
3910,16,D,2179,3458,504,28267,931,11,2
3911,54,A,6024,16524,1096,16728,1425,14,5
3912,34,B,5626,18604,1225,22506,1352,18,5
3913,34,A,4966,31154,842,20232,1680,14,4
3914,61,E,8181,54078,1088,29708,1784,18,7
3915,53,D,2059,3991,490,28114,1697,17,1
3916,52,B,6166,16976,1156,23261,1264,17,5
3917,32,B,7751,25197,1430,22458,1911,19,6
3918,51,C,3106,8724,835,27120,1175,15,2
3919,36,A,4396,24196,820,19457,1647,18,3
3920,52,C,3591,11278,822,25947,1549,15,3
3921,48,C,3372,5677,979,24640,1925,12,2
3922,26,C,2693,11239,838,26089,1472,13,2
3923,49,E,8539,39784,1737,29732,1728,21,7
3924,62,B,7355,16196,1364,22715,2135,16,6
3925,23,C,3577,13696,805,26690,1591,13,2
3926,26,E,6562,41309,1888,29756,1568,19,5
3927,39,C,3537,2061,701,27120,1672,18,2
3928,38,A,5472,28302,616,18607,1624,15,4
3929,49,B,5362,15851,1112,23105,2037,19,4
3930,58,B,7179,27134,1047,22859,2185,18,5
3931,52,C,3980,11891,656,26467,1649,14,3
3932,41,D,2070,4733,484,28142,1540,12,1
3933,55,D,2908,8190,532,28047,1754,10,2
3934,28,D,3008,6974,490,28096,1066,12,2
3935,33,A,6149,24148,1089,19769,1916,17,5
3936,40,D,2447,5253,525,28128,1346,14,2
3937,13,B,8459,28011,1084,23232,1175,16,8
3938,24,B,8282,24169,1325,23097,1488,19,7
3939,51,A,4883,22043,1227,13857,1601,17,4
3940,42,C,3002,5244,712,24710,1919,18,2
3941,34,C,3590,4892,893,27122,1861,15,2
3942,40,B,7741,28238,965,22835,1443,18,7
3943,34,E,7949,51188,1917,28910,804,20,8
3944,42,A,5137,28137,1156,19927,1335,16,4
3945,31,A,5169,21622,983,12305,1944,17,4
3946,52,E,7914,51809,1739,28912,1464,17,7
3947,46,E,7927,35339,2282,29718,1966,17,6
3948,41,E,8713,56684,1513,29266,2324,17,7
3949,46,C,3071,3243,728,25542,1949,13,2
3950,37,A,3736,16367,1013,12653,1443,13,3
3951,39,A,4447,21497,927,13463,1727,16,3
3952,46,D,2940,5455,492,28088,2023,8,1
3953,48,C,3396,9965,540,24677,1743,16,2
3954,43,E,9073,35329,1675,29787,2160,19,7
3955,51,C,3193,4887,1038,24974,1568,14,2
3956,39,E,6796,30341,1557,29725,1504,21,6
3957,20,E,7426,62166,2133,29857,1359,15,7
3958,47,E,7315,21340,1886,29198,1348,20,6
3959,36,D,1687,4483,454,28125,1892,15,0
3960,30,D,3303,6644,397,28175,1702,15,2
3961,56,E,7807,40239,1440,29443,1635,22,7
3962,39,B,5952,13650,1396,23116,1588,16,5
3963,54,E,7719,54895,1584,29860,1574,18,7
